name,city,country,address,postal_code,email,phone,website,_source,_review_needed,_salvage_reason,_file,_reason
Pets & People Humane Society,,US +1,,,info@petsandpeople.com,,https://www.petsandpeople.com/,clean,no,,,Not found in database
Quad City Animal Welfare Center,,US +1,,,adoption@qcawc.org,,https://qcawc.org/,clean,no,,,Not found in database
NAWS Humane Society of Illinois,,US +1,,,jeannine@nawsus.org,,https://www.nawsus.org/,clean,no,,,Not found in database
RVAR - River Valley Animal Rescue,,US +1,,,shelter@rivervalleyanimalrescue.org​,,http://www.rivervalleyanimalrescue.org/,clean,no,,,Not found in database
SPAY ILLINOIS,,US +1,,,info@spayillinois.org,,https://www.spayillinois.org/,clean,no,,,Not found in database
Western Illinois Animal Rescue,,US +1,,,wiarrescue@yahoo.com,,https://wiarrescue.com/,clean,no,,,Not found in database
Piatt County Emergency Services,,US +1,,,piattanimals@hotmail.com,,http://www.piattanimals.org/,clean,no,,,Not found in database
Illinois Alaskan Malamute Rescue Association,,US +1,,,ckjstiskc@aol.com,,https://www.iamra.org/,clean,no,,,Not found in database
Adopt-A-Pet,,US +1,,,adoptapet@comcast.net,,https://www.adoptapet-il.org/,clean,no,,,Not found in database
Adoptable Friends,,US +1,,,info@adoptablefriends.org,,https://www.adoptablefriends.org/,clean,no,,,Not found in database
Reach Rescue,,US +1,,,info@reachrescue.org,,https://www.reachrescue.org/,clean,no,,,Not found in database
St Francis Care,,US +1,,,info@stfrancis-care.org,,https://stfrancis-care.org/,clean,no,,,Not found in database
A.D.O.P.T. Pet Shelter,,US +1,,,info@adoptpetshelter.org,,https://www.adoptpetshelter.org/,clean,no,,,Not found in database
Angels on Wheels Animal Rescue,,US +1,,,info@angelsonwheels.org,,,clean,no,,,Not found in database
Treasured Animal Rescue Inc,,US +1,,,info@treasuredanimalrescueinc.org,,https://treasuredanimalrescueinc.org/,clean,no,,,Not found in database
WRIGHT-WAY RESCUE,,US +1,,,rescue@wright-wayrescue.org,,https://wright-wayrescue.org/,clean,no,,,Not found in database
Pet Central Helps!,,US +1,,,Info@petcentralhelps.org,,https://petcentralhelps.org/,clean,no,,,Not found in database
A Refuge for Saving the Wildlife,,US +1,,,,,https://rescuethebirds.org/,clean,no,,,Not found in database
"Chicagoland Animal Rescue, NFP",,US +1,,,info@chicagolandanimalrescue.org,,https://www.chicagolandanimalrescue.org/,clean,no,,,Not found in database
Animal Care League,,US +1,,,info@animalcareleague.org,,http://www.animalcareleague.org/,clean,no,,,Not found in database
All 4 the Love of Cats,,US +1,,,all4theloveofcats@hotmail.com,,,clean,no,,,Not found in database
"Barb's Precious Rescue & Adoption Center, NFP",,US +1,,,BarbsRescue@aol.com,,http://www.barbspreciousrescue.org/,clean,no,,,Not found in database
Tazewell Animal Protective Society (TAPS),,US +1,,,tapsinfo@yahoo.com,,https://tapsshelter.org/,clean,no,,,Not found in database
Foster Pet Outreach,,US +1,,,fpo_mail@fosterpetoutreach.org,,https://fosterpetoutreach.org/,clean,no,,,Not found in database
It's a Pittie Rescue,,US +1,,,itsapittierescue@gmail.com,,https://rescueapittie.org/,clean,no,,,Not found in database
Help Save Pets 2,,US +1,,,availablepets@gmail.com,,http://www.helpsavepets.org/,clean,no,,,Not found in database
K9 Enrichment Initiative-K9EI Rescue,,US +1,,,info@k9ei.dog,,https://k9ei.dog/,clean,no,,,Not found in database
Starfish Animal Rescue,,US +1,,,starfishanimalrescuer@gmail.com,,https://www.starfishanimalrescue.com/,clean,no,,,Not found in database
Livingston County Humane Soc,,US +1,,,lchumanesociety98@gmail.com,,https://lchumanesociety.dog/,clean,no,,,Not found in database
Orphans of the Storm Animal Shelter,,US +1,,,info@orphansofthestorm.org,,https://orphansofthestorm.org/,clean,no,,,Not found in database
Happy Tails Humane Society,,US +1,,,contact@happytailsanimalshelter.org,,http://www.happytailsanimalshelter.org/,clean,no,,,Not found in database
"Noah's Ark Animal Sanctuary, Inc.",,US +1,,,noah@noahsarkanimals.org,,http://www.noahsarkanimals.org/,clean,no,,,Not found in database
Paws Humane Society Rockford,,US +1,,,RockfordPaws@gmail.com,,https://pawshs.org/,clean,no,,,Not found in database
Second City Canine Rescue,,US +1,,,adoptions@sccrescue.org,,https://www.sccrescue.org/,clean,no,,,Not found in database
Kankakee County Humane Foundation,,US +1,,,k3humanefoundation@gmail.com,,https://www.facebook.com/K3CHF/,clean,no,,,Not found in database
Heartland Pet Welfare,,US +1,,,heartlandpetwelfareinc@gmail.com,,,clean,no,,,Not found in database
CATsNAP,,US +1,,,catsnapcats@gmail.com,,https://www.catsnap.org/,clean,no,,,Not found in database
Friendly & Feral Cat Rescue,,US +1,,,mintzoinkoink@aol.com,,https://www.friendlyandferalcatrescue.com/contact-us.html,clean,no,,,Not found in database
Anderson Humane,,US +1,,,info@ahconnects.org,,https://ahconnects.org/,clean,no,,,Not found in database
Forever Home Feline Ranch,,US +1,,,felineranch@gmail.com,,https://felineranch.org/,clean,no,,,Not found in database
H.E.L.P. (Homes for Endangered and Lost Pets),,US +1,,,info@helpinganimals.org,,https://www.helpinganimals.org/,clean,no,,,Not found in database
Hospice Hearts,,US +1,,,hospiceheartsanimalrescue@gmail.com,,https://www.hospiceheartsanimalrescue.org/,clean,no,,,Not found in database
Citizens Animal Rescue and Adoption (C.A.R.A.),,US +1,,,info@caraillinois.com,,http://www.caraillinois.com/,clean,no,,,Not found in database
P.A.W.S. of Tinley Park,,US +1,,,info@pawstinleypark.org,,https://pawstinleypark.org/,clean,no,,,Not found in database
Spencer Pet Rescue,,US +1,,,spencerkennel@aol.com,,https://www.spencerpetrescue.org/,clean,no,,,Not found in database
Players for Pits,,US +1,,,info@playersforpits.com,,https://www.playersforpits.com/,clean,no,,,Not found in database
HRS Chicago,,US +1,,,info@hrschicago.org,,http://www.hrschicago.org/,clean,no,,,Not found in database
Greater Chicago Ferret Association,,US +1,,,,,https://www.gcfa.com/,clean,no,,,Not found in database
St. Sophia's Forgotten Felines,,US +1,,,info.stsff@gmail.com,,https://stsff.com/,clean,no,,,Not found in database
Heartland Animal Shelter,,US +1,,,info@heartlandanimalshelter.org,,https://www.heartlandanimalshelter.org/,clean,no,,,Not found in database
"Animal Rescue Associates, Inc",,US +1,,,info@animalrescueofillinois.org,,https://animalrescueofillinois.org/,clean,no,,,Not found in database
"Helping Paws Woodstock, IL",,US +1,,,info@helpingpaws.net,,https://helpingpaws.net/,clean,no,,,Not found in database
CPR Fund K9 Rescue,,US +1,,,info@cprfund.com,,https://www.cprfund.com/,clean,no,,,Not found in database
Madison County Spca Humane,,US +1,,,info@mchsandersonin.org,,https://www.mchsandersonin.org/,clean,no,,,Not found in database
The Nest: Dog Rescue and Rehabilitation,,US +1,,,inthenest@gmail.com,,http://inthenest.net/,clean,no,,,Not found in database
Misty Eyes Animal Center,,US +1,,,Cherie@mistyeyes.org,,https://www.mistyeyes.org/,clean,no,,,Not found in database
A Purrfect Friend,,UK +44,,,apurrfectfriend@gmail.com,,https://purrfectfriendcatrescue.org/,clean,no,,,Not found in database
Hendricks County Humane Society,,US +1,,,info@hendrickshumane.org,,http://www.hendrickshumane.org/,clean,no,,,Not found in database
Lennoxs Legacy Rescue Inc,,US +1,,,lennoxslegacy@live.com,,https://www.lennoxslegacyrescue.org/,clean,no,,,Not found in database
PAWS of Adams County,,US +1,,,adamscountyanimals@yahoo.com,,https://www.pawsofadamscounty.com/,clean,no,,,Not found in database
I Wanna Go Home Rescue,,US +1,,,admin@iwannagohomerescue.org,,https://www.iwannagohomerescue.org/,clean,no,,,Not found in database
Illiana Rescue,,US +1,,,,,https://illianarescue.org/,clean,no,,,Not found in database
Second Chance Small Dog Rescue,,US +1,,,2ndchancesmalldogrescue@gmail.com,,https://secondchancesmalldogs.org/,clean,no,,,Not found in database
It Takes a Village No-Kill Rescue,,US +1,,,info@itvrescue.org,,https://itvrescue.org/,clean,no,,,Not found in database
Purrfect Little Paws,,US +1,,,purrfectlittlepawsinc@hotmail.com,,,clean,no,,,Not found in database
Humane Society For Hamilton County,,US +1,,,hshc@hamiltonhumane.com,,https://www.hamiltonhumane.com/,clean,no,,,Not found in database
Emilie Beard Foundation for Felines,,US +1,,,ebfelinerehoming@gmail.com,,https://ebfelinerehoming.org/,clean,no,,,Not found in database
Fort Wayne Pit Bull Coalition,,US +1,,,fwpitbullcoalition@gmail.com,,https://www.fwpbc.org/,clean,no,,,Not found in database
Humane Fort Wayne,,US +1,,,shelterinfo@humanefw.org,,https://humanefw.org/,clean,no,,,Not found in database
Wags & Wiggles Rescue,,US +1,,,wagsandwigglesfw@gmail.com,,https://wagsandwigglesfw.com/,clean,no,,,Not found in database
"Canine Castaways Rescue, INC",,US +1,,,info@caninecastawaysrescue.org​,,https://www.caninecastawaysrescue.org/,clean,no,,,Not found in database
Hope Maries Fund,,US +1,,,general@hopemariesfund.org,,http://hopemarie.org/,clean,no,,,Not found in database
Humane Society-Johnson County,,US +1,,,hsjc@hsjc.org,,https://www.hsjc.org/,clean,no,,,Not found in database
"P.A.W.S.- Partners for Animal Welfare Society, Inc.",,US +1,,,pawshancock1@gmail.com,,https://www.pawshancock.org/,clean,no,,,Not found in database
Treasured Friends,,US +1,,,treasuredfriendsrescue@gmail.com,,http://www.treasuredfriendsrescue.org/,clean,no,,,Not found in database
Feline Community Network,,US +1,,,info@felinecommunitynetwork.org,,,clean,no,,,Not found in database
Humane Society of Hobart Inc,,US +1,,,info@humanesocietyofhobart.org,,https://www.hshobart.org/,clean,no,,,Not found in database
Helping Paws Pet Haven,,US +1,,,,,http://hpph.org/,clean,no,,,Not found in database
Far Fetched Dog Rescue,,US +1,,,Farfetchedrescue@gmail.com,,https://www.farfetcheddogrescue.org/,clean,no,,,Not found in database
Heaven After Hell Rescue,,US +1,,,,,http://heavenafterhellrescue.org/index.html,clean,no,,,Not found in database
IndyHumane,,US +1,,,development@indyhumane.org,,https://indyhumane.org/,clean,no,,,Not found in database
"House Rabbit Society, Indiana Chapter",,US +1,,,info@indianahrs.org,,https://www.indianahrs.org/,clean,no,,,Not found in database
Indyclaw Rescue,,US +1,,,adopt@indyclaw.org,,http://www.indyclaw.org/,clean,no,,,Not found in database
Lucky Dog Retreat,,US +1,,,info@ldrrescue.org,,https://luckydogretreat.com/,clean,no,,,Not found in database
Rosies Southside Animal Shelter,,US +1,,,rosie@ssasi.org,,https://ssasi.org/,clean,no,,,Not found in database
Animal Protection Association,,US +1,,,info@apa-pets.org,,https://www.apa-pets.org/,clean,no,,,Not found in database
Southern Indiana Animal Rescue,,US +1,,,dbs@insightbb.com,,https://sianimalrescue.org/,clean,no,,,Not found in database
"Cause for Paws, Inc.",,US +1,,,CFPFriend@aol.com,,http://www.causeforpaws.org/,clean,no,,,Not found in database
Redemption German Shepherd Rescue,,US +1,,,redemptionshepherd@gmail.com,,https://www.redemptionshepherd.com/,clean,no,,,Not found in database
Almost Home Humane Society,,US +1,,,info@almosthomehumane.com,,https://www.almosthomehumane.org/,clean,no,,,Not found in database
Loving Heart Animal Shelter,,US +1,,,lovingheartanimalshelter@gmail.com,,https://www.lovingheartanimalshelter.org/,clean,no,,,Not found in database
Natalie's Second Chance No Kill Dog Shelter,,US +1,,,nataliessecondchance@gmail.com,,https://www.nataliessecondchance.org/,clean,no,,,Not found in database
PawSwaP of Greater Lafayette,,US +1,,,pawswapofgreaterlafayette@aol.com,,https://www.pawswapofgreaterlafayette.com/,clean,no,,,Not found in database
Liberty Acres United Rescue Animal Sanctuary,,US +1,,,info@libertyacresunited.com,,https://libertyacresunited.com/,clean,no,,,Not found in database
Greene County Humane Society Inc.,,US +1,,,contactus@greenecountyhumanesociety.org,,https://greenecountyhumanesociety.org/,clean,no,,,Not found in database
Tuff Dawgs Rescue,,US +1,,,tuffdawgsrescueoutreach@gmail.com,,https://tuffdawgsrescue.com/,clean,no,,,Not found in database
Blount County Humane Society,,US +1,,,diane@blountcountyhumanesociety.org,,https://blountcountyhumanesociety.org/,clean,no,,,Not found in database
Fried's Cat Shelter Inc,,US +1,,,friedscat@outlook.com,,https://www.friedscatshelter.org/,clean,no,,,Not found in database
All 4 Animals Rescue,,US +1,,,all4animalsrescue@gmail.com,,https://all4animalsrescue.org/,clean,no,,,Not found in database
Homeward Bound Animal Welfare Group,,US +1,,,HomewardBoundAWG@gmail.com,,http://www.homewardboundawg.com/,clean,no,,,Not found in database
Humane Society of St. Joseph County,,US +1,,,office@humanesocietystjc.org,,https://humanesocietystjc.org/,clean,no,,,Not found in database
Pet Refuge,,US +1,,,webmaster@petrefuge.com,,https://www.petrefuge.com/,clean,no,,,Not found in database
Happy Tails,,US +1,,,happytails@urhere.net,,https://www.facebook.com/HappynTailsAnimalShelterofWhiteCountyIn/,clean,no,,,Not found in database
Four Legged Ranch,,US +1,,,4leggedranch@gmail.com,,https://www.fourleggedranch.com/,clean,no,,,Not found in database
Hope Haven Canine Rescue,,US +1,,,hopehavencanine@hotmail.com,,,clean,no,,,Not found in database
Berea Animal Rescue Fund,,US +1,,,arfdevelopmentinfo@gmail.com,,https://www.bereaanimalrescue.com/,clean,no,,,Not found in database
Grateful Rescue INC,,US +1,,,Gratefulrescue@gmail.com,,https://gratefulrescue.org/,clean,no,,,Not found in database
Humane Indiana,,US +1,,,info@humaneindiana.org,,https://humaneindiana.org/,clean,no,,,Not found in database
Fat Heads Rescue,,US +1,,,contact@fatheads.org,,https://www.fatheads.org/,clean,no,,,Not found in database
P.A.A.W.S. Proving Animals Are Worth Saving,,US +1,,,paaws@paaws.org,,http://www.paaws.org/,clean,no,,,Not found in database
"Scratching Post Cat Rescue, Inc",,US +1,,,shelley@scratchingpostcatrescue.com,,https://www.scratchingpostcatrescue.com/,clean,no,,,Not found in database
Pike County PAWS,,US +1,,,,,https://www.facebook.com/pikecountypaws/,clean,no,,,Not found in database
Our Lil' Bit Of Heaven,,US +1,,,ownedbycaninesandloveit@yahoo.com,,https://olbhrescue.wpcomstaging.com/,clean,no,,,Not found in database
Lakeshore PAWS,,US +1,,,general@lakeshorepaws.org,,https://lakeshorepaws.org/,clean,no,,,Not found in database
"Indiana GSD & Siberian Husky Rescue, Inc",,US +1,,,jzlawn68@aol.com,,https://www.ismyrescue.org/igsdsh/,clean,no,,,Not found in database
"2nd Chance Animal Rescue of Richmond, Inc",,US +1,,,2ndchancerescueinc@gmail.com,,http://www.2ndchancerescueinc.org/,clean,no,,,Not found in database
"HELP the Animals, Inc",,US +1,,,HelpTHeAnimalsInc@comcast.net,,https://helptheanimalsinc.com/,clean,no,,,Not found in database
"Last Chance Rescue, Inc",,US +1,,,lastchancerescuecb@gmail.com,,https://www.lcrescue.org/,clean,no,,,Not found in database
Clancys Dream Inc.,,US +1,,,clancysdream@gmail.com,,https://www.clancysdream.org/,clean,no,,,Not found in database
Seventh Heaven Rat Rescue,,US +1,,,seventhheaven41@yahoo.com,,,clean,no,,,Not found in database
New Hope Pet Rescue,,US +1,,,newhopepetrescue@yahoo.com,,https://www.nhprindiana.org/,clean,no,,,Not found in database
Begin Again Rescue Co,,US +1,,,beginagainrescueco@gmail.com,,https://www.teambarc.com/,clean,no,,,Not found in database
"One Dog at a Time Rescue, Inc.",,US +1,,,odtr01@gmail.com,,https://www.odtr.org/,clean,no,,,Not found in database
"Canine Haven Rescue, Inc",,US +1,,,caninehavenrescueinc@gmail.com,,https://www.caninehavenrescue.org/,clean,no,,,Not found in database
Home for Friendless Animals,,US +1,,,hfawaynetown@gmail.com,,https://www.facebook.com/hfawaynetown,clean,no,,,Not found in database
"ALL Creatures Matter Rescue, Inc.",,US +1,,,,,https://allcreaturesmatter.org/,clean,no,,,Not found in database
Independent Cat Society,,US +1,,,info@catsociety.org,,https://www.catsociety.org/,clean,no,,,Not found in database
Second Chance for Pets Network,,US +1,,,sc4pets@att.net,,https://www.sc4pets.org/,clean,no,,,Not found in database
Animal Rescue Family,,US +1,,,info@animalrescuefamily.org,,https://animalrescuefamily.org/,clean,no,,,Not found in database
Raccoon Valley Animal Sanctuary & Rescue,,US +1,,,rvaspets@msn.com,,https://www.facebook.com/RVASPets/,clean,no,,,Not found in database
Animal Lifeline of Iowa,,US +1,,,info@animallifelineia.org,,https://www.animal-lifeline.com/,clean,no,,,Not found in database
"Animal Rescue of Carroll, Inc",,US +1,,,animalrescueofcarroll@yahoo.com,,https://www.animalrescueofcarroll.org/,clean,no,,,Not found in database
DOGS FOREVER,,US +1,,,info@dogsforever.org,,https://dogsforever.org/,clean,no,,,Not found in database
SAINT Cat Rescue & Adoption Center,,US +1,,,adopt@saintiowa.org,,https://www.saintiowa.org/,clean,no,,,Not found in database
Uno's Promise Animal Rescue,,US +1,,,CMEHMEN88@GMAIL.COM,,https://www.facebook.com/unospromise/,clean,no,,,Not found in database
"PAWS Humane Society (Floyd County, IA)",,US +1,,,pawscharlescity@gmail.com,,https://www.pawscharlescity.com/,clean,no,,,Not found in database
Southwest Iowa Humane Society,,US +1,,,SWIHS_1@HotMail.com,,https://www.swihs.org/,clean,no,,,Not found in database
Happy Tales Ranch and Rescue,,US +1,,,happytalesiowa@gmail.com,,https://happytalesranchandrescue.wordpress.com/,clean,no,,,Not found in database
"Muddy Paws Second Chance Rescue, Inc",,US +1,,,muddypaws2chancerescue@yahoo.com,,,clean,no,,,Not found in database
SNAFU Rescue (Short Noses And Friends United Rescue),,US +1,,,info@snafurescue.org,,https://snafurescue.org/,clean,no,,,Not found in database
AHeinz57 Pet Rescue and Transport,,US +1,,,adopt57@aheinz57.com,,https://www.aheinz57.com/,clean,no,,,Not found in database
